剧名称	group_title	发弹幕时刻相对于视频起始时间偏移量	累计点赞数	弹幕内容
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	89577	0	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	108630	0	下集见，特殊表情[石化]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	105367	0	是司机的孩子
北往	第2集	21861	0	你俩太可爱了[偷笑]
天下第一纨绔	第1集	130103	0	如烟颜值不够
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	183980	47	吴邪
北往	第4集	76778	0	苦衷姐来了[笑哭]
那年冬至	第4集	42613	0	笑场了？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	196914	0	俺不中了
那年冬至	第1集	156856	0	哈哈哈 京烁别怂呀
北往	第2集	113622	0	本来不想跳的
那年冬至	第2集	20181	0	笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	159904	0	来给别人看病把自己治好了 [笑哭]完美
那年冬至	第1集	63454	0	模仿国外那个小保姆？
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	79039	0	可怜
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	185631	0	80岁的大孩子
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	191993	0	好帅[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	41107	0	最夸张的老钱来了
那年冬至	第2集	14467	0	京烁你就偷着乐吧
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	22623	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	125195	0	[捂脸]
天下第一纨绔	第3集	73612	0	妥妥的捧杀啊
北往	第1集	234694	0	泪目了
撕夜	第3集	32910	3	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	201786	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	89905	0	那么准时[笑哭]
北往	第4集	50733	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	89815	0	添添！[送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	54768	0	[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	45978	0	[震惊][震惊][震惊][震惊]
家里家外	第3集	22321	0	捡炮仗这个细节让我想起了小时候[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	1276	0	我猜孩子就是司机的[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	8456	0	[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	176139	0	笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	18758	0	来了2025.10.26
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	184520	0	笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	30692	0	[送花][送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	133403	0	还是咱们中医厉害
幸得相遇离婚时	第1集	66086	0	睡过头你闹钟不早点定
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	8966	22	添添！！！
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	48713	0	[没看够]
天下第一纨绔	第3集	50068	2	主母故意养废，实则藏拙了
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	29794	0	孩子是张丽丽前夫的
北往	第1集	68606	0	这是在我村庄拍的[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	8011	0	萌爆了[没看够]
北往	第4集	1003	23	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	190638	0	。。？[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	107667	0	这个是樱桃小嘴
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	84588	0	这不是张妈吗
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	42242	0	[笑哭][笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	158108	0	这老头比我牛，啥词都知道的明明白白
那年冬至	第4集	45937	0	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	83689	0	辽宁海城[捂脸][捂脸]
天下第一纨绔	第3集	60331	0	这是故意养废 居然还有人说好
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	84864	0	好可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	29968	0	就是
北往	第5集	120008	2	这哥俩太逗了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	30879	1	有没有种可能是装的？
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	188558	0	哈哈啊哈哈
荒年全村啃树皮，我有系统满仓肉	第1集	14047	0	好看
北往	第1集	16626	0	这个开头有重电影质感
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	48491	0	一伙的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	63659	0	[爱慕]
那年冬至	第5集	67968	0	翅宝记住你现在嘴硬的样子，有你后悔的时候
那年冬至	第4集	46822	0	[捂脸][捂脸][捂脸]
家里家外	第1集	25249	0	三刷了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113512	0	有点诡异了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	9687	0	第三部来了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	87249	9	妈妈我来了[笑][笑][笑]
那年冬至	第4集	89454	0	灵枢说这个台词时不知道有多尴尬[微笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	193339	10	好萌[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	194447	1	再来一个奥特曼。
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	246090	0	对
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	86695	0	还是觉得老幺[捂脸]
家里家外	第2集	178288	0	男人是嘎了吗？
家里家外	第1集	140755	0	Bgm不是乔家的儿女的吗？
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	43117	50	盲猜，孩子不是他的
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	27489	0	肯定是司机的孩子
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	152676	0	[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	23325	0	有人吗？
家里家外	第4集	82094	0	都是四川演员肯定就是四川话撒
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	84459	0	帅晕了[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	129469	0	冉小会我爱你
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	240598	0	你是来搞笑的吗？[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	27434	0	老4好好
荒年全村啃树皮，我有系统满仓肉	第1集	59116	0	死了还要找男朋友[捂脸]
家里家外	第1集	15586	0	[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	75327	0	嘟嘟唇太好看了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	16829	0	终于等到了
撕夜	第5集	43312	0	心疼女主一辈子
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	93989	0	额额
幸得相遇离婚时	第1集	61310	0	这孕妇还是有些孕妇样子的，无论体型还是动作
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	179172	0	有人在看嗎
北往	第1集	113885	0	高手联合，大制作？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	22007	0	为啥全是儿子[什么][什么]，这么会生
幸得相遇离婚时	第2集	119174	0	为啥他自己不脱？
家里家外	第2集	60812	0	你知道他为何跑那么快了吧
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113739	0	你也叫龙水？
那年冬至	第2集	171098	0	原来，是一直默默的暗恋，现在终于到他身边了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	182875	0	我是真不行了[捂脸][捂脸][捂脸]
北往	第1集	29819	0	哥俩同框了
北往	第3集	111485	1	[笑哭][笑哭][笑哭][笑哭]
撕夜	第2集	99912	15	男主长的像韩国欧巴
撕夜	第1集	34233	0	[送花]
天下第一纨绔	第1集	65366	0	哪哪都有如烟大帝[捂脸]
撕夜	第3集	19510	0	3刷
那年冬至	第4集	27627	0	男主这状态，完全不像已经决定一年后要死的人
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	132396	0	王妈？
幸得相遇离婚时	第3集	47584	0	其实都是男主吧[笑哭]
家里家外	第3集	165595	0	刚看完，18岁太奶驾到[捂脸]
北往	第1集	36986	0	过年了行这么大礼
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	114737	0	这不是陈添祥吗[笑哭]
幸得相遇离婚时	第4集	42853	0	[送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	86860	0	可以做亲子鉴定
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	189977	4	[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	75284	0	那个张丽丽就是想嫁进纪家
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	2037	0	都快80岁了，还蹦蹦跳跳
荒年全村啃树皮，我有系统满仓肉	第3集	119179	0	抱歉，有点想笑
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	78865	0	添添不像演的，本性暴露了[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	106529	0	硬磕吧
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	1561	0	来了来了，期待已久！
北往	第1集	46469	0	老皮也在[笑哭]
北往	第1集	103054	1	好像挺多老面孔啊
那年冬至	第2集	46165	0	泪眼婆娑的小媳妇
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	86447	0	哈哈[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8032	0	[没看够]
北往	第2集	38975	0	不容易啊加油
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	271809	0	没抽，你算好的了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	118330	0	传统的女人
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13614	0	终于来了
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	39224	0	我感觉怪怪的
荒年全村啃树皮，我有系统满仓肉	第3集	94097	1	[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	19768	0	啊啊啊啊终于来了
家里家外	第1集	86304	0	三刷[送花][送花][送花][送花][送花][送花]
北往	第2集	57170	0	这一天可以跑500公里，最少的
家里家外	第2集	222086	0	老一辈的爱情故事
那年冬至	第1集	139844	0	昭宁未免太乐观了点[敬礼]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	178621	0	哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	201993	0	老五你出息了 会告家长了 [笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	105674	0	[没看够][没看够][没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	150514	55	爷爷演技真的好好，演得真是好像个孩子
北往	第1集	87994	0	老帅
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	60778	0	添添最帅
北往	第4集	7953	0	开始做局[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	171541	0	[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	195323	0	不要晚恋[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13890	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	31396	3	英宝好可爱
北往	第1集	111183	0	大唐双龙啊
荒年全村啃树皮，我有系统满仓肉	第3集	4484	0	系统来了!
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	157454	0	[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	109573	0	好油啊
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	7025	0	来了来了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	7389	0	老小孩
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	66405	0	绷不住了[笑哭][笑哭][笑哭]
天下第一纨绔	第4集	86677	0	[怒][怒][怒]
荒年全村啃树皮，我有系统满仓肉	第5集	882	0	过年现状。
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	250774	0	来了。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	100484	0	白改黑[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	7433	0	他要萌死我[爽]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	18757	0	颜值高的男生，都在这部剧里
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	151238	0	纪老爷子很委屈[捂脸]
撕夜	第1集	83018	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	77213	0	太奶脖子，[捂脸][捂脸][捂脸][捂脸]
那年冬至	第5集	150295	0	翅看的是在绝望之巅
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	110817	0	油油的很安心
那年冬至	第1集	181007	0	其实只亲在了男主嘴唇上面，主打一个错位
撕夜	第4集	119405	0	胡说！
北往	第1集	26884	0	小时候我也用过甘蔗干架[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	73879	0	确实帅
幸得相遇离婚时	第4集	59591	0	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	6862	0	我日日夜想的第三部终于来了。
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	56454	0	老四不错啊
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	173047	0	陈添祥还能救吗
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	202391	0	笑得我了[偷笑][偷笑][偷笑][偷笑]
家里家外	第3集	18467	8	真细节啊
天下第一纨绔	第3集	94792	0	后娘真是心思毒养费
北往	第1集	255376	0	又骗我眼泪
北往	第1集	104403	0	大云
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	24987	0	受伤了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	228363	0	笑死了
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	75991	0	这个张丽丽是被王舒欣霸凌的那个张昊玥吗？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	92659	0	笑薯
家里家外	第4集	92111	13	哈哈哈，小帅哥随母
北往	第1集	162129	0	车票钱不够了哈哈哈[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	116159	0	油得发亮
幸得相遇离婚时	第4集	30190	0	没做坏事[捂脸][捂脸]也做了一样[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	176218	0	[捂脸][捂脸][捂脸]没眼看了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	128257	1	三部死了三回[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	17140	0	李柯以
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	129215	2	太全能了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	5483	0	[求爆更][求爆更][顶帖][求关注]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	240184	0	好帅[偷笑]
撕夜	第3集	69425	0	给整不会了[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	194789	0	干嘛
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	183718	0	精神不正常
家里家外	第5集	141208	0	开始咧[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	186149	0	明明是老孩子
撕夜	第2集	66370	0	好帅
家里家外	第4集	25850	0	女娲是个好的
幸得相遇离婚时	第2集	124408	0	[笑哭][笑哭][笑哭]
天下第一纨绔	第2集	36837	0	为什么是一枝梅，就不能是其他吗一支花一支竹也行啊
天下第一纨绔	第3集	75459	0	别一个个后母，这叫嫡母
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	165925	4	老年大学[捂脸][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	70991	0	元帅帅
